state_abbr,county,fips,bachelors_or_more,hs_diploma,no_hs_diploma,some_college,labor_force,employed,unemployed,population,cost_of_living,median_income,race_diversity_rank,gender_diversity_rank,state
SC,Abbeville County,45001,3332.0,6462.0,2380.0,5066.0,9475.0,9111.0,364.0,24356.0,59187.77,53251.2,1437.0,1488.0,South Carolina
LA,Acadia Parish,22001,5071.0,16437.0,7296.0,8965.0,23726.0,22861.0,865.0,56744.0,66328.31,58169.7,2473.0,2242.0,Louisiana
VA,Accomack County,51001,5314.0,8508.0,4201.0,6359.0,15584.0,15086.0,498.0,33191.0,65524.01,59259.16,1851.0,1823.0,Virginia
ID,Ada County,16001,153355.0,68395.0,17238.0,110333.0,280810.0,274032.0,6778.0,518907.0,78164.83,87161.1,3022.0,3019.0,Idaho
IA,Adair County,19001,1052.0,2130.0,287.0,1788.0,4317.0,4223.0,94.0,7494.0,66441.61,75375.2,618.0,855.0,Iowa
KY,Adair County,21001,2402.0,4929.0,1820.0,3655.0,7139.0,6802.0,337.0,19067.0,62020.51,48017.46,714.0,760.0,Kentucky
MO,Adair County,29001,4918.0,4653.0,1020.0,3441.0,9771.0,9468.0,303.0,25165.0,64306.03,64729.06,1362.0,1102.0,Missouri
OK,Adair County,40001,1508.0,5772.0,2193.0,3304.0,8674.0,8380.0,294.0,19576.0,69181.08,44935.96,2150.0,2065.0,Oklahoma
CO,Adams County,8001,96383.0,98198.0,51641.0,97726.0,281314.0,271745.0,9569.0,527575.0,93063.48,82814.55,3050.0,3015.0,Colorado
IA,Adams County,19003,649.0,913.0,197.0,894.0,2101.0,2058.0,43.0,3611.0,64865.55,68836.37,127.0,6.0,Iowa
ID,Adams County,16003,765.0,1265.0,255.0,1306.0,1882.0,1778.0,104.0,4817.0,68889.04,58539.35,334.0,503.0,Idaho
IL,Adams County,17001,12176.0,15753.0,2958.0,14281.0,30667.0,29599.0,1068.0,64725.0,69538.98,70670.27,2583.0,2324.0,Illinois
IN,Adams County,18001,3282.0,9838.0,2808.0,5619.0,17014.0,16632.0,382.0,36068.0,66734.61,67369.03,1264.0,1321.0,Indiana
MS,Adams County,28001,3923.0,7019.0,3330.0,6050.0,10452.0,9923.0,529.0,28408.0,58994.61,40565.79,1915.0,1752.0,Mississippi
ND,Adams County,38001,324.0,579.0,119.0,539.0,950.0,931.0,19.0,2115.0,66507.52,88849.2,141.0,52.0,North Dakota
NE,Adams County,31001,5889.0,5159.0,1662.0,7726.0,17196.0,16843.0,353.0,30970.0,77192.59,72584.28,1892.0,1996.0,Nebraska
OH,Adams County,39001,2677.0,8489.0,2787.0,4831.0,10964.0,10376.0,588.0,27420.0,60510.05,50041.34,1621.0,996.0,Ohio
PA,Adams County,42001,18329.0,30052.0,6866.0,18762.0,54709.0,53012.0,1697.0,106027.0,84387.84,83362.88,2363.0,2291.0,Pennsylvania
WA,Adams County,53001,1748.0,3323.0,3407.0,2854.0,9816.0,9335.0,481.0,20961.0,65154.26,57949.95,2295.0,1747.0,Washington
WI,Adams County,55001,2923.0,6745.0,1865.0,5394.0,7736.0,7362.0,374.0,21226.0,69002.08,59595.96,41.0,166.0,Wisconsin
VT,Addison County,50001,11408.0,7596.0,1286.0,5952.0,20956.0,20507.0,449.0,37578.0,84676.86,86721.62,2372.0,2126.0,Vermont
PR,Adjuntas Municipio,72001,2249.0,4134.0,3999.0,2881.0,4420.0,4060.0,360.0,,,,,,
PR,Aguada Municipio,72003,6806.0,7418.0,8676.0,5916.0,13418.0,12458.0,960.0,,,,,,
PR,Aguadilla Municipio,72005,10256.0,13028.0,8985.0,7996.0,16255.0,14994.0,1261.0,,,,,,
PR,Aguas Buenas Municipio,72007,3619.0,5777.0,4289.0,4028.0,7101.0,6641.0,460.0,,,,,,
PR,Aibonito Municipio,72009,4346.0,6767.0,3954.0,3530.0,6859.0,6381.0,478.0,,,,,,
SC,Aiken County,45003,37801.0,36211.0,12384.0,35335.0,73747.0,71447.0,2300.0,174150.0,61225.61,64666.43,2401.0,2580.0,South Carolina
MN,Aitkin County,27001,2373.0,4709.0,806.0,4632.0,7423.0,7103.0,320.0,16126.0,64216.79,62395.09,1262.0,677.0,Minnesota
AL,Alabama,1000,957081.0,1046374.0,409381.0,1035466.0,2276362.0,2218627.0,57735.0,,,,,,Alabama
FL,Alachua County,12001,81947.0,34077.0,9925.0,45956.0,140531.0,136444.0,4087.0,284030.0,73451.16,77956.63,2836.0,2893.0,Florida
NC,Alamance County,37001,32545.0,33739.0,13458.0,37711.0,83565.0,80446.0,3119.0,176353.0,68124.34,66801.2,2144.0,2642.0,North Carolina
CA,Alameda County,6001,612435.0,188746.0,132081.0,256640.0,819817.0,792342.0,27475.0,1628997.0,117679.02,122820.72,3114.0,3116.0,California
CO,Alamosa County,8003,2928.0,2520.0,1089.0,3454.0,8101.0,7801.0,300.0,16592.0,67569.58,49323.59,664.0,551.0,Colorado
AK,Alaska,2000,152432.0,141206.0,31854.0,162411.0,353692.0,338729.0,14963.0,,,,,,Alaska
NY,Albany County,36001,96130.0,45949.0,14567.0,56250.0,158683.0,153760.0,4923.0,315811.0,90639.21,97041.22,2732.0,2854.0,New York
WY,Albany County,56001,11868.0,3088.0,653.0,5771.0,21324.0,20687.0,637.0,38031.0,82816.63,82162.52,1372.0,1548.0,Wyoming
VA,Albemarle County,51003,47238.0,11401.0,4327.0,14984.0,58034.0,56548.0,1486.0,114534.0,90203.19,105842.15,1996.0,2452.0,Virginia
MI,Alcona County,26001,1760.0,3201.0,606.0,2957.0,3867.0,3606.0,261.0,10417.0,66331.86,52728.54,135.0,174.0,Michigan
MS,Alcorn County,28003,4431.0,8399.0,3984.0,7221.0,14959.0,14430.0,529.0,34204.0,57904.5,54691.84,1768.0,1677.0,Mississippi
AK,Aleutians East Borough,2013,473.0,1030.0,420.0,684.0,2400.0,2351.0,49.0,3398.0,76653.78,79776.17,366.0,142.0,Alaska
AK,Aleutians West Census Area,2016,687.0,1520.0,373.0,1341.0,3433.0,3322.0,111.0,5122.0,94057.24,98061.89,615.0,574.0,Alaska
IL,Alexander County,17003,447.0,1456.0,475.0,1182.0,1798.0,1679.0,119.0,4858.0,70380.36,46540.89,1292.0,740.0,Illinois
NC,Alexander County,37003,4067.0,10419.0,3808.0,8104.0,17930.0,17347.0,583.0,36512.0,64712.94,61949.44,1283.0,1481.0,North Carolina
VA,Alexandria city,51510,78211.0,12650.0,8497.0,19586.0,100719.0,98425.0,2294.0,155525.0,101532.09,133892.98,1777.0,2119.0,Virginia
OK,Alfalfa County,40003,899.0,1543.0,615.0,1285.0,2717.0,2662.0,55.0,5637.0,74456.12,75357.73,302.0,820.0,Oklahoma
MI,Alger County,26003,1385.0,2813.0,436.0,2204.0,3228.0,2994.0,234.0,8807.0,70661.84,60201.79,697.0,470.0,Michigan
IA,Allamakee County,19005,1920.0,3987.0,721.0,3042.0,7092.0,6818.0,274.0,13960.0,65182.8,70652.82,1397.0,1051.0,Iowa
MI,Allegan County,26005,21702.0,30242.0,6617.0,24696.0,62102.0,59858.0,2244.0,121210.0,69633.01,75065.09,2871.0,2786.0,Michigan
MD,Allegany County,24001,10125.0,19534.0,4925.0,13348.0,31030.0,29877.0,1153.0,67267.0,61487.12,62822.25,2082.0,2101.0,Maryland
NY,Allegany County,36003,7317.0,10438.0,2495.0,9540.0,19028.0,18242.0,786.0,46694.0,69914.07,61645.5,2066.0,2358.0,New York
NC,Alleghany County,37005,1967.0,2560.0,1455.0,2636.0,4462.0,4284.0,178.0,11185.0,65339.67,45074.58,373.0,315.0,North Carolina
VA,Alleghany County,51005,1733.0,4958.0,1106.0,3340.0,6596.0,6385.0,211.0,14835.0,67701.08,60513.94,1040.0,1101.0,Virginia
PA,Allegheny County,42003,403248.0,228685.0,40798.0,227844.0,628783.0,604049.0,24734.0,1233253.0,72874.88,87770.01,3081.0,3084.0,Pennsylvania
IN,Allen County,18003,79250.0,71260.0,24616.0,79412.0,188044.0,182543.0,5501.0,391449.0,72079.28,70590.18,2852.0,2874.0,Indiana
KS,Allen County,20001,1819.0,3022.0,553.0,3157.0,6306.0,6127.0,179.0,12579.0,63167.95,60393.8,857.0,975.0,Kansas
KY,Allen County,21003,2546.0,5996.0,2204.0,3903.0,8878.0,8522.0,356.0,21275.0,70058.54,56961.12,907.0,663.0,Kentucky
OH,Allen County,39003,13637.0,27871.0,5204.0,21698.0,46717.0,44748.0,1969.0,101115.0,63075.41,66157.38,2586.0,2657.0,Ohio
LA,Allen Parish,22003,1864.0,6811.0,3326.0,4035.0,8120.0,7784.0,336.0,22320.0,63845.09,58885.39,1078.0,1312.0,Louisiana
SC,Allendale County,45005,745.0,2338.0,1139.0,1366.0,2285.0,2157.0,128.0,7579.0,55544.85,49944.82,858.0,372.0,South Carolina
MI,Alpena County,26007,3829.0,7790.0,1490.0,8478.0,13340.0,12694.0,646.0,28847.0,65175.67,57685.04,1684.0,1402.0,Michigan
CA,Alpine County,6003,496.0,218.0,44.0,420.0,495.0,467.0,28.0,1190.0,85777.76,97334.89,599.0,420.0,California
CA,Amador County,6005,7295.0,8604.0,2936.0,13669.0,14281.0,13640.0,641.0,41412.0,87006.24,79965.1,1653.0,2083.0,California
VA,Amelia County,51007,1632.0,4295.0,1404.0,2393.0,6282.0,6100.0,182.0,13455.0,75778.6,84043.66,63.0,191.0,Virginia
VA,Amherst County,51009,5134.0,8115.0,2553.0,6543.0,14759.0,14317.0,442.0,31589.0,69236.05,72444.63,631.0,1072.0,Virginia
MS,Amite County,28005,725.0,3994.0,1176.0,3184.0,4285.0,4066.0,219.0,12619.0,60660.3,47401.37,464.0,186.0,Mississippi
PR,Anasco Municipio,72011,,,,,10053.0,9447.0,606.0,,,,,,
AK,Anchorage Borough/municipality,2020,,,,,149832.0,144596.0,5236.0,,,,,,Alaska
KS,Anderson County,20003,823.0,2318.0,548.0,1517.0,4358.0,4260.0,98.0,7776.0,66255.89,63011.18,966.0,426.0,Kansas
KY,Anderson County,21005,4290.0,5630.0,1385.0,5377.0,11905.0,11517.0,388.0,24224.0,65742.25,69496.62,1335.0,1248.0,Kentucky
SC,Anderson County,45007,37722.0,43515.0,17393.0,44177.0,92055.0,89311.0,2744.0,209581.0,65074.27,66383.27,2703.0,2801.0,South Carolina
TN,Anderson County,47001,14713.0,18550.0,4838.0,17756.0,35385.0,34208.0,1177.0,78913.0,64063.24,63724.82,2384.0,2437.0,Tennessee
TX,Anderson County,48001,6069.0,15884.0,5851.0,13945.0,23122.0,22319.0,803.0,58064.0,62626.51,54954.7,1356.0,2243.0,Texas
MO,Andrew County,29003,3431.0,4874.0,764.0,3675.0,9325.0,9120.0,205.0,18003.0,75660.49,75624.71,1810.0,1518.0,Missouri
TX,Andrews County,48003,2214.0,3577.0,2567.0,2741.0,9419.0,9114.0,305.0,18334.0,68704.06,86046.99,963.0,696.0,Texas
ME,Androscoggin County,23001,18317.0,28414.0,5888.0,25524.0,53206.0,51679.0,1527.0,113023.0,72406.12,69864.22,2603.0,2570.0,Maine
TX,Angelina County,48005,10248.0,19383.0,8603.0,18659.0,35501.0,33854.0,1647.0,87101.0,63306.17,59067.14,2566.0,2596.0,Texas
MD,Anne Arundel County,24003,186124.0,90488.0,25592.0,109208.0,312778.0,304604.0,8174.0,593286.0,93507.39,119051.24,2843.0,2985.0,Maryland
MN,Anoka County,27003,79650.0,69231.0,14552.0,88141.0,197907.0,192915.0,4992.0,368864.0,91445.61,97988.98,2957.0,2991.0,Minnesota
NC,Anson County,37007,1701.0,6761.0,2747.0,4421.0,10244.0,9791.0,453.0,22202.0,62237.1,52531.39,809.0,1293.0,North Carolina
NE,Antelope County,31003,857.0,1357.0,297.0,1791.0,3662.0,3597.0,65.0,6293.0,77819.78,65682.98,1727.0,1438.0,Nebraska
MI,Antrim County,26009,6263.0,5411.0,1022.0,5543.0,10091.0,9514.0,577.0,24249.0,68119.05,68512.91,1819.0,1786.0,Michigan
AZ,Apache County,4001,6485.0,13264.0,6404.0,16320.0,18361.0,16938.0,1423.0,65432.0,72947.77,42365.82,2974.0,2799.0,Arizona
IA,Appanoose County,19007,1701.0,3225.0,907.0,2962.0,5973.0,5795.0,178.0,12094.0,61348.81,54523.44,1126.0,1047.0,Iowa
GA,Appling County,13001,1222.0,5047.0,2330.0,3684.0,9693.0,9346.0,347.0,18428.0,59779.96,51470.68,309.0,807.0,Georgia
VA,Appomattox County,51011,2385.0,4694.0,925.0,3627.0,7105.0,6886.0,219.0,16748.0,69342.13,70459.77,180.0,268.0,Virginia
TX,Aransas County,48007,5307.0,6152.0,1643.0,6107.0,9291.0,8797.0,494.0,24944.0,67452.86,59862.93,459.0,480.0,Texas
CO,Arapahoe County,8005,207006.0,85041.0,36365.0,124135.0,374389.0,362728.0,11661.0,655808.0,94585.88,96874.88,2943.0,3020.0,Colorado
TX,Archer County,48009,1541.0,2254.0,551.0,1775.0,4013.0,3877.0,136.0,8835.0,65585.57,85916.59,823.0,761.0,Texas
CO,Archuleta County,8007,4426.0,2617.0,506.0,3323.0,6880.0,6659.0,221.0,14003.0,72923.8,63746.39,420.0,700.0,Colorado
PR,Arecibo Municipio,72013,17776.0,19666.0,12273.0,15018.0,26002.0,24272.0,1730.0,,,,,,
MI,Arenac County,26011,1792.0,4094.0,1290.0,4164.0,5784.0,5365.0,419.0,15089.0,65153.99,54604.55,1358.0,708.0,Michigan
AZ,Arizona,4000,1627462.0,1171693.0,544528.0,1646950.0,3599531.0,3462671.0,136860.0,,,,,,Arizona
AR,Arkansas,5000,513221.0,702778.0,233857.0,593923.0,1359540.0,1315886.0,43654.0,,,,,,Arkansas
AR,Arkansas County,5001,1784.0,4965.0,1457.0,3434.0,9199.0,8904.0,295.0,16512.0,60470.91,58720.07,685.0,1138.0,Arkansas
VA,Arlington County,51013,133574.0,12340.0,7925.0,19388.0,156767.0,153622.0,3145.0,234000.0,111099.49,165123.89,2805.0,2849.0,Virginia
PA,Armstrong County,42005,9146.0,23541.0,3365.0,12448.0,31006.0,29478.0,1528.0,64747.0,67420.75,66452.08,2230.0,1982.0,Pennsylvania
TX,Armstrong County,48011,276.0,443.0,77.0,493.0,934.0,908.0,26.0,1850.0,73725.97,81611.11,9.0,28.0,Texas
ME,Aroostook County,23003,11233.0,19467.0,4427.0,15079.0,28769.0,27631.0,1138.0,67255.0,70706.39,57900.67,2743.0,2747.0,Maine
PR,Arroyo Municipio,72015,3009.0,3336.0,2358.0,2593.0,4879.0,4464.0,415.0,,,,,,
NE,Arthur County,31005,110.0,71.0,7.0,148.0,232.0,227.0,5.0,433.0,80615.24,69470.95,273.0,262.0,Nebraska
LA,Ascension Parish,22005,23931.0,25615.0,9525.0,24976.0,66620.0,64655.0,1965.0,130458.0,76990.89,95380.84,2501.0,2290.0,Louisiana
NC,Ashe County,37009,4622.0,6382.0,2578.0,7044.0,12885.0,12444.0,441.0,27110.0,67295.79,55303.82,978.0,749.0,North Carolina
OH,Ashland County,39005,7929.0,15602.0,3252.0,9153.0,25920.0,24922.0,998.0,52181.0,61668.48,66593.77,2445.0,2070.0,Ohio
WI,Ashland County,55003,2474.0,3998.0,539.0,4182.0,7500.0,7206.0,294.0,16039.0,71784.54,61142.36,1338.0,1699.0,Wisconsin
AR,Ashley County,5003,1589.0,6796.0,1588.0,3075.0,6658.0,6299.0,359.0,18354.0,60000.25,57424.22,918.0,905.0,Arkansas
OH,Ashtabula County,39007,10956.0,28976.0,8562.0,20106.0,42858.0,40967.0,1891.0,97014.0,61441.97,59115.4,2693.0,2489.0,Ohio
WA,Asotin County,53003,3988.0,5065.0,1318.0,6022.0,10559.0,10165.0,394.0,22508.0,69429.38,69590.05,1349.0,1724.0,Washington
LA,Assumption Parish,22007,2010.0,6471.0,3207.0,3035.0,8734.0,8333.0,401.0,20604.0,66504.98,61636.26,1574.0,1230.0,Louisiana
TX,Atascosa County,48013,4914.0,12445.0,6155.0,8674.0,22505.0,21586.0,919.0,50864.0,65127.51,62603.53,2755.0,2542.0,Texas
KS,Atchison County,20005,2281.0,4053.0,567.0,3051.0,6789.0,6555.0,234.0,16108.0,65123.62,63679.64,279.0,698.0,Kansas
MO,Atchison County,29005,843.0,1637.0,312.0,1032.0,2536.0,2474.0,62.0,5182.0,66783.75,66203.59,987.0,686.0,Missouri
OH,Athens County,39009,12880.0,10825.0,2974.0,9678.0,26044.0,24792.0,1252.0,58979.0,64828.28,64532.94,2326.0,2103.0,Ohio
GA,Atkinson County,13003,537.0,1827.0,1553.0,1554.0,4316.0,4193.0,123.0,8183.0,59798.44,47158.01,364.0,427.0,Georgia
NJ,Atlantic County,34001,60079.0,61964.0,21485.0,49272.0,122428.0,115832.0,6596.0,275638.0,88433.46,80943.67,2758.0,2896.0,New Jersey
OK,Atoka County,40005,1553.0,4185.0,1658.0,2737.0,5160.0,4958.0,202.0,14262.0,69977.17,48132.47,1023.0,1167.0,Oklahoma
MS,Attala County,28007,1844.0,4351.0,1730.0,3770.0,6837.0,6553.0,284.0,17509.0,60567.44,47172.39,1699.0,1713.0,Mississippi
MO,Audrain County,29007,2768.0,7114.0,1984.0,5305.0,9832.0,9528.0,304.0,24434.0,65362.26,55012.21,1635.0,1877.0,Missouri
IA,Audubon County,19009,833.0,1464.0,322.0,1420.0,3085.0,3014.0,71.0,5598.0,64803.46,63626.25,359.0,71.0,Iowa
OH,Auglaize County,39011,6553.0,13101.0,2023.0,9895.0,23978.0,23238.0,740.0,45948.0,62889.56,81172.66,2354.0,2091.0,Ohio
VA,Augusta County,51015,13396.0,23475.0,5293.0,15373.0,38307.0,37354.0,953.0,78064.0,78003.55,75494.3,2249.0,2382.0,Virginia
SD,Aurora County,46003,321.0,626.0,153.0,619.0,1488.0,1461.0,27.0,2755.0,68946.74,75728.42,1480.0,913.0,South Dakota
TX,Austin County,48015,4985.0,7280.0,2457.0,6563.0,14133.0,13571.0,562.0,31097.0,70092.91,80292.66,1299.0,1740.0,Texas
AL,Autauga County,1001,11530.0,13321.0,3963.0,11953.0,26656.0,26065.0,591.0,59759.0,79873.47,73010.41,2264.0,2093.0,Alabama
NC,Avery County,37011,2954.0,4328.0,1840.0,4383.0,7681.0,7427.0,254.0,17571.0,69272.8,50981.91,1495.0,1588.0,North Carolina
LA,Avoyelles Parish,22009,2905.0,9835.0,6106.0,7749.0,14361.0,13766.0,595.0,38751.0,64819.82,50716.99,1995.0,1364.0,Louisiana
CO,Baca County,8009,600.0,711.0,354.0,827.0,2047.0,2011.0,36.0,3432.0,65544.65,49474.53,1182.0,1308.0,Colorado
GA,Bacon County,13005,799.0,3020.0,1117.0,2312.0,4848.0,4700.0,148.0,11191.0,60081.71,46991.67,126.0,381.0,Georgia
TX,Bailey County,48017,688.0,1177.0,1153.0,1092.0,2419.0,2316.0,103.0,6779.0,62864.78,64194.08,702.0,457.0,Texas
FL,Baker County,12003,2911.0,8118.0,2811.0,5142.0,12545.0,12186.0,359.0,27803.0,64611.61,74980.89,1523.0,1346.0,Florida
GA,Baker County,13007,346.0,855.0,194.0,655.0,1116.0,1070.0,46.0,2788.0,59389.29,52946.23,5.0,60.0,Georgia
OR,Baker County,41001,3381.0,3437.0,954.0,4763.0,7368.0,7037.0,331.0,16938.0,75865.42,59848.55,1900.0,1763.0,Oregon
AL,Baldwin County,1003,56408.0,47369.0,14221.0,53990.0,102280.0,99930.0,2350.0,246435.0,79155.41,77884.76,2629.0,2725.0,Alabama
GA,Baldwin County,13009,6630.0,9249.0,4063.0,7536.0,17648.0,16918.0,730.0,43635.0,59036.03,64543.2,900.0,575.0,Georgia
KY,Ballard County,21007,1028.0,2202.0,349.0,1933.0,3464.0,3291.0,173.0,7650.0,67890.98,58468.5,536.0,647.0,Kentucky
MD,Baltimore County,24005,243592.0,142063.0,48818.0,153599.0,442812.0,429325.0,13487.0,846161.0,79874.62,97940.72,3024.0,3029.0,Maryland
MD,Baltimore city,24510,143233.0,112940.0,51739.0,96388.0,272948.0,262199.0,10749.0,569931.0,70955.47,64801.96,3055.0,3025.0,Maryland
SC,Bamberg County,45009,1685.0,2676.0,2068.0,2518.0,4551.0,4303.0,248.0,12908.0,57945.38,53411.38,1068.0,870.0,South Carolina
TX,Bandera County,48019,4256.0,5048.0,1351.0,6046.0,10621.0,10225.0,396.0,22115.0,71301.56,69019.14,532.0,534.0,Texas
GA,Banks County,13011,2300.0,4555.0,2353.0,4055.0,11183.0,10932.0,251.0,19328.0,62087.57,57068.94,442.0,354.0,Georgia
NE,Banner County,31007,171.0,102.0,50.0,201.0,387.0,376.0,11.0,660.0,80808.44,60807.61,271.0,433.0,Nebraska
ID,Bannock County,16005,17124.0,14560.0,3543.0,21464.0,43563.0,42289.0,1274.0,89517.0,68346.9,66481.85,2580.0,2634.0,Idaho
MI,Baraga County,26013,1001.0,2429.0,491.0,2290.0,3075.0,2855.0,220.0,8277.0,71443.28,58696.46,457.0,450.0,Michigan
KS,Barber County,20007,766.0,911.0,169.0,978.0,2281.0,2235.0,46.0,4122.0,66764.62,63826.48,239.0,557.0,Kansas
AL,Barbour County,1005,2021.0,6629.0,3911.0,5067.0,8139.0,7813.0,326.0,24706.0,65185.13,42822.75,1314.0,1473.0,Alabama
WV,Barbour County,54001,1288.0,5616.0,1201.0,2413.0,7172.0,6852.0,320.0,15414.0,75468.11,53576.7,856.0,572.0,West Virginia
PR,Barceloneta Municipio,72017,4005.0,5436.0,3647.0,3504.0,6417.0,5900.0,517.0,,,,,,
ND,Barnes County,38003,2257.0,2244.0,351.0,2672.0,5273.0,5162.0,111.0,10758.0,65126.99,88272.13,797.0,536.0,North Dakota
MA,Barnstable County,25001,86284.0,39009.0,6584.0,50135.0,111556.0,106399.0,5157.0,232457.0,106175.32,95838.81,2098.0,2788.0,Massachusetts
SC,Barnwell County,45011,1788.0,5629.0,2671.0,3835.0,7565.0,7215.0,350.0,20414.0,55049.87,52139.14,1389.0,1636.0,South Carolina
PR,Barranquitas Municipio,72019,4576.0,6313.0,4393.0,5205.0,7878.0,7327.0,551.0,,,,,,
KY,Barren County,21009,5497.0,13236.0,4156.0,7975.0,17796.0,17047.0,749.0,44854.0,62145.27,49419.08,2159.0,2152.0,Kentucky
WI,Barron County,55005,7434.0,11666.0,2760.0,11503.0,23920.0,23119.0,801.0,46843.0,73995.32,68349.65,2550.0,2517.0,Wisconsin
GA,Barrow County,13013,12138.0,19719.0,7148.0,18734.0,42983.0,41863.0,1120.0,89299.0,72591.61,72049.3,677.0,1635.0,Georgia
MI,Barry County,26015,10796.0,16060.0,3078.0,14574.0,32025.0,30825.0,1200.0,63554.0,70994.75,77261.47,2456.0,2143.0,Michigan
MO,Barry County,29009,3270.0,10483.0,3624.0,7061.0,14092.0,13692.0,400.0,34926.0,60055.84,55388.02,1824.0,1849.0,Missouri
IN,Bartholomew County,18005,19829.0,17586.0,4402.0,14228.0,43791.0,42729.0,1062.0,83540.0,75883.49,79837.78,2276.0,2162.0,Indiana
KS,Barton County,20009,3722.0,4843.0,1674.0,6935.0,13116.0,12775.0,341.0,25080.0,63288.33,69408.3,1179.0,1592.0,Kansas
MO,Barton County,29011,1446.0,3256.0,1123.0,2228.0,5159.0,5034.0,125.0,11694.0,63997.37,61338.48,1187.0,1475.0,Missouri
GA,Bartow County,13015,17258.0,27737.0,8542.0,21699.0,52182.0,50633.0,1549.0,112816.0,70937.07,67339.25,1549.0,2027.0,Georgia
TX,Bastrop County,48021,15614.0,19930.0,12131.0,19207.0,48219.0,46585.0,1634.0,106188.0,77830.21,78419.73,2466.0,2475.0,Texas
MO,Bates County,29013,1703.0,5152.0,1226.0,3070.0,7582.0,7369.0,213.0,16177.0,69834.62,64823.53,1659.0,1901.0,Missouri
KY,Bath County,21011,1227.0,3709.0,1586.0,1999.0,4701.0,4450.0,251.0,12829.0,61517.34,54080.88,1020.0,689.0,Kentucky
VA,Bath County,51017,496.0,1274.0,501.0,918.0,2418.0,2360.0,58.0,4049.0,67326.85,67472.74,418.0,324.0,Virginia
AR,Baxter County,5005,6029.0,11142.0,3408.0,11578.0,16365.0,15796.0,569.0,42435.0,61902.95,52002.58,1728.0,1187.0,Arkansas
FL,Bay County,12005,36394.0,36152.0,11984.0,45257.0,86867.0,84437.0,2430.0,185134.0,72379.42,69290.22,2517.0,2787.0,Florida
MI,Bay County,26017,16084.0,25331.0,6140.0,27593.0,48979.0,46493.0,2486.0,102821.0,66787.19,62841.75,2537.0,2503.0,Michigan
PR,Bayamon Municipio,72021,,,,,70367.0,66967.0,3400.0,,,,,,
WI,Bayfield County,55007,4474.0,3267.0,490.0,4556.0,7387.0,7034.0,353.0,16608.0,72419.04,68050.84,884.0,1797.0,Wisconsin
TX,Baylor County,48023,705.0,765.0,435.0,580.0,1905.0,1852.0,53.0,3466.0,62721.07,59775.65,190.0,230.0,Texas
SD,Beadle County,46005,3270.0,3850.0,1851.0,3421.0,9255.0,9081.0,174.0,19376.0,67465.24,67270.45,1905.0,1684.0,South Dakota
ID,Bear Lake County,16007,869.0,1556.0,299.0,1550.0,2882.0,2795.0,87.0,6722.0,68051.43,68784.0,1453.0,1165.0,Idaho
NC,Beaufort County,37013,6755.0,10402.0,3912.0,11745.0,19716.0,18923.0,793.0,44272.0,68394.88,61152.63,1063.0,1833.0,North Carolina
SC,Beaufort County,45013,62063.0,29627.0,8050.0,38867.0,77029.0,74636.0,2393.0,196371.0,79360.96,81559.77,1554.0,2525.0,South Carolina
LA,Beauregard Parish,22011,4368.0,9971.0,3127.0,7028.0,14548.0,14055.0,493.0,36570.0,67239.95,66995.27,1331.0,1578.0,Louisiana
OK,Beaver County,40007,771.0,1058.0,500.0,1027.0,2726.0,2675.0,51.0,5016.0,69571.81,58312.43,973.0,415.0,Oklahoma
PA,Beaver County,42007,34755.0,44648.0,6043.0,37384.0,81464.0,77384.0,4080.0,165677.0,66716.31,76502.65,2760.0,2737.0,Pennsylvania
UT,Beaver County,49001,1002.0,1434.0,290.0,1681.0,2853.0,2773.0,80.0,7327.0,72729.39,68837.39,1108.0,1419.0,Utah
MT,Beaverhead County,30001,2388.0,1790.0,470.0,2077.0,5330.0,5202.0,128.0,9719.0,72005.05,72938.53,1818.0,1349.0,Montana
MN,Becker County,27005,6728.0,7060.0,1633.0,9011.0,19334.0,18789.0,545.0,35371.0,66040.57,73830.84,2172.0,2044.0,Minnesota
OK,Beckham County,40009,2011.0,6351.0,2374.0,4397.0,10439.0,10164.0,275.0,22009.0,72067.8,61798.5,488.0,1403.0,Oklahoma
PA,Bedford County,42009,5707.0,16890.0,3505.0,8808.0,24372.0,23352.0,1020.0,47418.0,65187.91,63651.92,2403.0,1466.0,Pennsylvania
TN,Bedford County,47003,5774.0,14069.0,5203.0,9101.0,21613.0,20879.0,734.0,51950.0,63417.98,58489.04,1323.0,1355.0,Tennessee
VA,Bedford County,51019,19726.0,16550.0,4527.0,17824.0,38331.0,37264.0,1067.0,80848.0,74589.11,78589.16,1970.0,2393.0,Virginia
TX,Bee County,48025,2461.0,7937.0,3962.0,7135.0,9206.0,8665.0,541.0,30394.0,65963.13,51292.02,2027.0,1793.0,Texas
NH,Belknap County,33001,15901.0,14413.0,3023.0,15477.0,30876.0,30170.0,706.0,64781.0,72997.64,87885.02,2219.0,2295.0,New Hampshire
KY,Bell County,21013,2343.0,6426.0,3467.0,4568.0,8074.0,7653.0,421.0,23568.0,60581.59,33254.79,2288.0,1946.0,Kentucky
TX,Bell County,48027,63558.0,61038.0,21027.0,88235.0,149152.0,142464.0,6688.0,388386.0,62708.93,66235.41,2874.0,2992.0,Texas
OH,Belmont County,39013,9057.0,22186.0,3847.0,13295.0,27464.0,26065.0,1399.0,65509.0,63776.8,67819.8,2508.0,2270.0,Ohio
