,fips,hs_diploma,unemployed,population ,rural_population,median_income,school_segration_index,gender_pay_gap,water_quality,air_quality,uninsured,adverse_climate,school_funding_gap,residential_segregation,premature_death,income_inequality,child_poverty,life_expectancy,child_mortality,infant_mortality,disability_adults,county,state_abbr,state,state_ltss_enrollment,state_insitutional_enrollment,state_hcbs_enrollment,state_ltss_expense,state_insitutional_expense,state_hcbs_expense
19,1033,0.875494168,0.029422765,58361.0,0.402956646,57770.0,0.062291938,0.720718688,0.0,7.5,0.106887377,1.0,-4385.045,28.07531502,12369.51714,4.663811292,0.205,73.02242545,73.20362165,7.501704933,0.337,Colbert County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
20,1035,0.874861573,0.035454332,11174.0,1.0,46702.0,0.157891811,0.666159072,0.0,8.5,0.1057657,2.0,-25715.25,15.55261401,18927.73328,5.334341027,0.431,68.96108599,164.2512077,,0.377,Conecuh County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
21,1037,0.827725268,0.02550011,10268.0,1.0,59736.0,0.008523325,0.577894438,0.0,8.5,0.094940152,1.0,-8716.43,55.52493673,14409.56157,4.003517569,0.28,72.23053563,,,0.367,Coosa County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
22,1039,0.861823954,0.027434104,37952.0,0.688155443,50119.0,0.078571616,0.731133966,0.0,8.6,0.110344828,3.0,-4252.116667,41.03403466,14664.18937,5.630539574,0.224,70.64011388,72.90060283,6.704659739,0.346,Covington County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
23,1041,0.825790861,0.026623377,13101.0,1.0,49128.0,0.031439303,0.776134355,0.0,8.5,0.131403118,2.0,-5180.06,26.42696788,13951.80902,5.75846951,0.271,70.41892702,,,0.363,Crenshaw County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
24,1043,0.849951923,0.02041586,92016.0,0.755992079,61231.0,0.047219747,0.681543684,0.0,8.7,0.116478945,1.0,1432.949,79.41780992,11852.91175,4.574992156,0.213,72.85378833,50.67468034,4.927536232,0.358,Cullman County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
25,1045,0.857235753,0.025332579,49871.0,0.504520942,54697.0,0.089635593,0.71607849,0.0,9.0,0.104912114,2.0,-7736.553333,31.21496679,11939.04216,4.811100247,0.22,73.00873037,56.53025378,7.01381509,0.341,Dale County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
26,1047,0.870584545,0.054221763,36165.0,0.448624617,39013.0,0.216001965,0.719733424,0.0,8.7,0.097366264,2.0,-21824.005,49.68165217,20426.82214,5.59288295,0.465,67.70649327,73.40219158,,0.391,Dallas County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
27,1049,0.789451964,0.022706748,72569.0,0.882973969,50614.0,0.160474576,0.786963399,0.0,7.2,0.151986213,1.0,-2167.235,74.76689458,11969.44661,4.792720454,0.288,72.35761555,61.09222269,7.466574058,0.411,DeKalb County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
28,1051,0.895891207,0.021298648,90441.0,0.712368005,73125.0,0.087701136,0.782894625,0.0,9.4,0.089943794,2.0,-4332.465,32.18576504,9508.116084,4.04200006,0.17,74.60542113,72.68850552,7.414272475,0.32,Elmore County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
29,1053,0.825326483,0.031163435,36558.0,0.652828033,50333.0,0.172913584,0.808737251,0.0,8.9,0.124166333,2.0,-4481.115,36.9290261,15044.63237,5.397573802,0.29,70.09832814,103.0152852,8.786202408,0.392,Escambia County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
30,1055,0.857778696,0.027948263,103241.0,0.431696895,52504.0,0.217295492,0.774095971,0.0,7.9,0.112525627,1.0,-6894.09,64.66534234,14706.29742,4.879198966,0.255,70.24328932,76.39734881,5.997361161,0.359,Etowah County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
31,1057,0.852317291,0.028866606,15967.0,1.0,49235.0,0.095386111,0.6568,0.0,8.3,0.11555484,1.0,-1206.15,48.07037215,14667.27873,5.540806555,0.22,70.67948309,106.361763,,0.389,Fayette County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
32,1059,0.794857251,0.025689619,31802.0,0.690499175,49682.0,0.172695545,0.777912458,0.0,7.5,0.136997853,1.0,-2586.55,66.25135007,13058.98714,4.551877583,0.344,71.50637361,61.32640248,,0.384,Franklin County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
33,1061,0.83209447,0.024429387,26988.0,0.994410893,50006.0,0.027353835,0.790091715,0.0,8.9,0.121085198,3.0,-2347.83,25.55647667,14287.28527,4.396470274,0.27,70.57963841,94.50679268,,0.365,Geneva County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
34,1063,0.820060675,0.047702561,7341.0,1.0,34619.0,,0.793270767,0.0,8.5,0.092735123,2.0,-31905.52,27.06828421,16286.66289,5.246943396,0.468,70.55895082,,,0.447,Greene County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
35,1065,0.818920546,0.033288725,14888.0,1.0,42380.0,0.231711216,0.612773347,0.0,8.7,0.113965686,2.0,-11828.75,25.77563759,15927.46674,6.015518232,0.322,69.94617594,100.2070947,,0.38,Hale County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
36,1067,0.822354976,0.026349341,17899.0,1.0,55598.0,0.056302727,0.777714953,0.0,9.0,0.112788699,2.0,-3381.63,35.35827947,10894.19527,5.821513421,0.227,74.21660145,96.30200308,,0.383,Henry County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
37,1069,0.87399651,0.025828732,108462.0,0.34316524,59412.0,0.173360768,0.729978228,0.0,9.3,0.117158576,3.0,-5736.74,46.7749097,11251.05563,5.165256824,0.246,73.54217493,63.78747514,9.400324149,0.342,Houston County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
38,1071,0.820559514,0.024827528,53467.0,0.753095342,51479.0,0.104341212,0.736700887,0.0,7.9,0.129937158,1.0,120.015,59.92759714,13931.86787,4.634842609,0.192,70.89956419,69.81024307,5.855397149,0.377,Jackson County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
39,1073,0.909919422,0.024527641,662895.0,0.120709152,64726.0,0.341414662,0.795939202,0.0,10.2,0.096006736,1.0,-9918.123167,63.43446595,13163.51824,5.467142129,0.215,72.43208331,88.84740682,9.223024807,0.311,Jefferson County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
40,1075,0.838998575,0.027956242,13661.0,1.0,50929.0,0.01645974,0.833933045,0.0,8.2,0.110648761,1.0,-1798.42,20.52359304,12036.35804,5.128247253,0.23,72.38563334,92.90082837,,0.354,Lamar County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
41,1077,0.893040304,0.025392204,96814.0,0.521632252,63895.0,0.184334861,0.73668326,0.0,7.3,0.106437248,1.0,-780.31,48.72216603,9936.856907,4.795790174,0.168,74.90386482,43.29612207,5.590062112,0.314,Lauderdale County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
42,1079,0.845594525,0.022587131,33502.0,0.999939528,61064.0,0.080604415,0.694755322,0.0,7.9,0.12176292,0.0,-188.32,68.31633489,13633.17396,4.307115227,0.192,71.14456473,60.80389145,,0.377,Lawrence County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
43,1081,0.91425711,0.022933182,183215.0,0.263898853,62301.0,0.095131196,0.773138324,0.0,9.3,0.100461363,2.0,-2612.276667,33.69262961,7894.486905,6.401174743,0.149,77.14620646,59.33025272,6.511698342,0.321,Lee County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
44,1083,0.87562505,0.020656355,114654.0,0.510128416,81811.0,0.075957331,0.719264687,0.0,7.8,0.092317539,1.0,-3689.3195,38.31141496,8777.489443,4.425124769,0.113,76.06175792,50.43412907,4.918250698,0.31,Limestone County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
45,1085,0.832261752,0.045701228,9717.0,1.0,42011.0,0.077337623,0.72589471,0.0,8.7,0.091007878,2.0,-30394.74,33.02139702,19891.32801,6.351128472,0.421,67.59980426,117.1833387,,0.419,Lowndes County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
46,1087,0.842037561,0.031894934,18370.0,0.5390641,40710.0,0.054797144,0.788331802,0.0,8.9,0.096153846,2.0,-27086.17,54.37217499,15396.82736,5.434029426,0.406,71.42000728,70.9765186,,0.392,Macon County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
47,1089,0.92590962,0.02046778,412600.0,0.171022767,86172.0,0.127386933,0.674338349,0.0,7.1,0.080647908,1.0,-1571.346667,47.32339091,9054.184434,4.92466959,0.135,76.47517525,57.00737899,6.163021869,0.267,Madison County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
48,1091,0.856170739,0.033355307,18684.0,0.677741552,47228.0,0.155085016,0.678720422,1.0,8.7,0.102438351,2.0,-18720.21667,28.09328014,14678.89224,6.642448437,0.331,70.7648144,102.7360225,,0.378,Marengo County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
49,1093,0.821086108,0.029203016,29244.0,1.0,48829.0,0.051332224,0.709932774,1.0,7.8,0.112139599,1.0,-711.69,49.71625438,12543.53393,4.944193139,0.243,72.40408575,74.26385949,,0.358,Marion County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
50,1095,0.844207519,0.020558321,100756.0,0.536511904,59882.0,0.172668975,0.752446623,0.0,8.7,0.124174502,1.0,-1231.5574,51.60688152,12808.56937,4.730192208,0.215,71.900213,67.53693715,5.337023127,0.344,Marshall County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
51,1097,0.890083069,0.031004328,411640.0,0.223963318,55538.0,0.245074758,0.709620822,1.0,8.0,0.117612284,2.0,-7962.9,56.49720007,12655.58066,5.072705753,0.248,72.61891403,78.94338766,8.335114341,0.362,Mobile County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
52,1099,0.836146898,0.042781514,19229.0,0.783329962,49314.0,0.341124979,0.684903475,1.0,8.6,0.114727531,2.0,-8078.25,37.77012213,15784.59733,5.614264561,0.279,70.79126945,,,0.379,Monroe County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
53,11001,0.92846703,0.049057002,678972.0,0.0,104643.0,0.324282102,0.868624133,1.0,7.8,0.030702192,0.0,3371.31,66.6056799,9241.413743,6.361283365,0.207,76.52341116,65.27736096,6.175179254,0.207,District of Columbia,DC,District of Columbia,22421.0,5506.0,17517.0,1174536156.0,434164930.0,740371226.0
54,1101,0.888438094,0.028126532,224980.0,0.123640557,60063.0,0.225068168,0.820729018,0.0,7.9,0.112530852,1.0,-14488.65,54.55086191,13219.37887,5.131757496,0.26,72.72455058,95.83576776,9.379310345,0.352,Montgomery County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
55,1103,0.850845546,0.019869691,125133.0,0.38437543,70387.0,0.202469295,0.682859467,0.0,8.1,0.122554678,1.0,-127.3886667,59.46172668,12501.61492,4.822727273,0.168,72.75505749,84.32048333,6.421021436,0.354,Morgan County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
56,1105,0.821723278,0.050016784,7738.0,1.0,34176.0,0.271601824,0.79763054,0.0,8.5,0.101290098,2.0,-46776.99,60.8404343,17916.63973,3.33811296,0.503,68.82187044,146.7103036,,0.437,Perry County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
57,1107,0.838818689,0.03021767,18688.0,1.0,47372.0,0.28729959,0.815302244,0.0,8.6,0.10464135,0.0,-9381.27,29.98578396,13196.56669,5.259475364,0.303,71.49858001,102.7376564,,0.372,Pickens County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
58,1109,0.875826788,0.027288514,33137.0,0.561755885,50675.0,0.048238079,0.947873052,0.0,8.6,0.105841709,2.0,-11657.04,23.33112882,13497.37095,6.018294368,0.325,71.64235794,71.0775982,,0.337,Pike County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
59,1111,0.836010198,0.024488949,22786.0,1.0,57148.0,0.09557704,0.77104806,0.0,8.4,0.127276973,1.0,-6014.155,47.71996292,11833.808,5.554450316,0.25,73.06422519,89.07224228,,0.368,Randolph County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
60,1113,0.857892501,0.027558386,58744.0,0.403511143,52312.0,0.054264805,0.703837411,0.0,8.7,0.117459595,1.0,-6816.5,41.17260761,14160.38238,4.88064076,0.267,71.01744687,83.32788707,8.34665246,0.39,Russell County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
61,1115,0.875849195,0.021363294,95552.0,0.671108526,78349.0,0.038138947,0.746323982,0.0,9.4,0.095789348,0.0,-1484.59,29.82608559,11877.98539,3.826960261,0.143,72.79292737,62.88107617,6.209427039,0.302,St. Clair County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
62,1117,0.940080099,0.018449159,233000.0,0.239673757,90280.0,0.067033045,0.758447316,0.0,10.0,0.07561716,1.0,1112.82,29.75953581,6794.980243,3.92715141,0.094,79.40406355,42.14579784,5.218687873,0.27,Shelby County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
63,1119,0.879511305,0.036867365,11727.0,1.0,37021.0,0.321187593,0.66820074,0.0,8.7,0.093518297,2.0,-33847.18,26.19967924,15670.02221,4.422398485,0.454,71.3437582,120.1923077,,0.41,Sumter County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
64,1121,0.845113483,0.027745256,81132.0,0.586799596,59491.0,0.112262093,0.769624927,0.0,9.1,0.104879534,1.0,-8646.87,33.25964652,15316.22409,5.451379959,0.228,70.45104017,117.596172,9.45395273,0.358,Talladega County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
65,1123,0.838088517,0.025194133,40677.0,0.78407688,60583.0,0.090412292,0.831156792,0.0,8.6,0.122766402,1.0,-5137.02,39.67891978,12182.59416,4.932869106,0.226,72.78339124,80.91969418,8.495575221,0.356,Tallapoosa County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
66,1125,0.908708306,0.023399467,237373.0,0.310902236,61117.0,0.249081775,0.787108372,1.0,7.5,0.088048063,1.0,-7159.875,56.01875445,10422.47724,5.332678856,0.238,74.51571098,77.91870482,9.932840454,0.35,Tuscaloosa County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
67,1127,0.828792301,0.026443899,64728.0,0.796853479,57950.0,0.100742904,0.738766613,1.0,9.0,0.123373192,1.0,-1781.41,48.27533739,18377.07791,5.380664363,0.233,67.79948909,69.16852993,8.110599078,0.388,Walker County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
68,1129,0.886850438,0.02568306,15022.0,1.0,57311.0,0.130249923,0.586323167,0.0,9.0,0.098792062,2.0,-3817.81,32.81778305,12864.08991,8.277881971,0.262,72.59858684,94.34598019,,0.384,Washington County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
69,1131,0.778675516,0.079968329,9944.0,1.0,34426.0,,0.750530936,1.0,8.5,0.121356651,2.0,-30882.74,34.84657121,19438.67815,6.819907338,0.485,68.73901576,125.192604,,0.446,Wilcox County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
70,1133,0.787665611,0.027287649,23611.0,1.0,52280.0,0.120725243,0.915797753,0.0,8.1,0.116861979,1.0,-904.07,85.99478237,12030.86007,4.642676531,0.24,72.67692003,81.13009449,,0.343,Winston County,AL,Alabama,97317.0,22596.0,77260.0,1794099619.0,1143893469.0,650206150.0
71,12001,0.942264623,0.030843186,285994.0,0.232414497,61843.0,0.080031577,0.841692332,0.0,7.8,0.101517014,2.0,-1650.8,40.89311641,8031.657709,5.830216514,0.175,77.67997134,63.90797252,9.088027053,0.319,Alachua County,FL,Florida,231965.0,69337.0,169922.0,4910445350.0,1658580525.0,3251864825.0
72,12003,0.851912338,0.029311149,28368.0,0.614954528,69399.0,0.00734922,0.821311973,0.0,7.9,0.108204251,2.0,-669.17,24.46802923,10954.21929,3.829368312,0.193,73.48112068,53.27118362,,0.325,Baker County,FL,Florida,231965.0,69337.0,169922.0,4910445350.0,1658580525.0,3251864825.0
73,12005,0.907664096,0.027826613,190769.0,0.142093188,70859.0,0.076816606,0.788411971,1.0,8.3,0.136876082,1.0,-2489.0,48.02883699,11538.01743,3.848982001,0.156,74.18906107,72.48912663,9.044014203,0.322,Bay County,FL,Florida,231965.0,69337.0,169922.0,4910445350.0,1658580525.0,3251864825.0
74,12007,0.826886023,0.031135866,27858.0,0.707486839,59468.0,0.018103741,0.939956882,0.0,8.0,0.124545315,2.0,-5234.52,34.69765106,11048.57369,5.670229963,0.22,74.11917589,78.62285856,,0.374,Bradford County,FL,Florida,231965.0,69337.0,169922.0,4910445350.0,1658580525.0,3251864825.0
75,12009,0.931361717,0.029858364,643979.0,0.038804046,77961.0,0.077293535,0.774252749,1.0,7.9,0.111544799,1.0,-1482.29,48.99921206,10702.6429,4.399426242,0.15,75.83540253,52.87271707,6.023097751,0.277,Brevard County,FL,Florida,231965.0,69337.0,169922.0,4910445350.0,1658580525.0,3251864825.0
76,12011,0.902784906,0.028809041,1962531.0,7.81742e-05,74367.0,0.167190683,0.865556081,0.0,9.3,0.145827295,1.0,-5819.03,54.52144278,7597.560479,4.814024685,0.159,79.27269081,48.85789756,5.083616497,0.308,Broward County,FL,Florida,231965.0,69337.0,169922.0,4910445350.0,1658580525.0,3251864825.0
77,12013,0.818017293,0.03312712,13470.0,1.0,47523.0,0.089369966,0.963000151,0.0,8.0,0.152801358,2.0,-4345.22,59.52946369,10923.72636,5.078154426,0.267,72.72123909,,,0.376,Calhoun County,FL,Florida,231965.0,69337.0,169922.0,4910445350.0,1658580525.0,3251864825.0
78,12015,0.922461573,0.034652646,206134.0,0.064999706,71381.0,0.035929211,0.792908486,1.0,7.9,0.14006819,1.0,-321.35,51.71211588,9589.226554,4.074766355,0.135,78.80658254,62.89122766,6.177924218,0.286,Charlotte County,FL,Florida,231965.0,69337.0,169922.0,4910445350.0,1658580525.0,3251864825.0
79,12017,0.908867889,0.044917967,166696.0,0.24974162,54447.0,0.015819445,0.823429243,0.0,8.2,0.132313258,2.0,-345.14,49.15490999,14552.44274,4.482351968,0.213,72.50908895,78.41658064,8.200082001,0.291,Citrus County,FL,Florida,231965.0,69337.0,169922.0,4910445350.0,1658580525.0,3251864825.0
80,12019,0.933275709,0.028936755,232439.0,0.144255309,82249.0,0.085054981,0.773619023,0.0,8.8,0.102983571,2.0,-2335.197,43.60773617,9534.479807,3.625487772,0.105,75.41976689,55.03528075,5.301609879,0.288,Clay County,FL,Florida,231965.0,69337.0,169922.0,4910445350.0,1658580525.0,3251864825.0
81,12021,0.89981618,0.028723415,404310.0,0.116228257,91402.0,0.15099826,0.92548146,0.0,7.6,0.185793912,2.0,-1057.47,60.35599108,6599.56293,4.838693266,0.157,84.02705672,41.58047744,4.366427028,0.277,Collier County,FL,Florida,231965.0,69337.0,169922.0,4910445350.0,1658580525.0,3251864825.0
82,12023,0.854887736,0.033841117,73063.0,0.636517547,58949.0,0.078597777,0.905336761,1.0,8.0,0.135640698,2.0,-2702.3,31.43589118,12795.09534,4.815301061,0.218,72.37898536,111.5187087,11.8102971,0.366,Columbia County,FL,Florida,231965.0,69337.0,169922.0,4910445350.0,1658580525.0,3251864825.0
83,12027,0.729908185,0.035800241,35979.0,0.489580881,54288.0,0.012922432,0.856948197,1.0,7.7,0.225790453,2.0,-2394.5,60.16324099,11834.5671,4.099686661,0.262,76.56258414,82.95175526,,0.388,DeSoto County,FL,Florida,231965.0,69337.0,169922.0,4910445350.0,1658580525.0,3251864825.0
84,12029,0.823378041,0.036315176,17465.0,1.0,50966.0,0.044966797,0.874599164,0.0,7.4,0.148038157,1.0,-2275.75,58.64648221,12583.23873,4.436018738,0.327,73.34654108,81.2047837,,0.385,Dixie County,FL,Florida,231965.0,69337.0,169922.0,4910445350.0,1658580525.0,3251864825.0
